file,variant,primary_label,primary_conf,top1,p1,top2,p2,top3,p3
bellEasternMarket3-001004_0210_1-2.wav,orig,piano,0.976915,piano,0.976915,guitar,0.023084,winds_brass,0.000000
bellEasternMarket3-001004_0210_1-2.wav,down2,piano,1.000000,piano,1.000000,synth,0.000000,guitar,0.000000
bellEasternMarket3-001004_0210_1-2.wav,up2,strings,1.000000,strings,1.000000,winds_brass,0.000000,guitar,0.000000
bellEasternMarket4-001004_0210_1-2.wav,orig,piano,0.998955,piano,0.998955,guitar,0.001045,winds_brass,0.000000
bellEasternMarket4-001004_0210_1-2.wav,down2,piano,1.000000,piano,1.000000,synth,0.000000,guitar,0.000000
bellEasternMarket4-001004_0210_1-2.wav,up2,cymbals,0.999996,cymbals,0.999996,toms,0.000004,piano,0.000000
belleIsleBugs1-000929_0099_1-2.wav,orig,toms,0.999781,toms,0.999781,winds_brass,0.000219,piano,0.000000
belleIsleBugs1-000929_0099_1-2.wav,down2,guitar,1.000000,guitar,1.000000,synth,0.000000,strings,0.000000
belleIsleBugs1-000929_0099_1-2.wav,up2,piano,1.000000,piano,1.000000,guitar,0.000000,winds_brass,0.000000
belleIsleBugs2-000929_0099_1-2.wav,orig,winds_brass,0.998567,winds_brass,0.998567,toms,0.001260,piano,0.000172
belleIsleBugs2-000929_0099_1-2.wav,down2,guitar,1.000000,guitar,1.000000,synth,0.000000,strings,0.000000
belleIsleBugs2-000929_0099_1-2.wav,up2,piano,1.000000,piano,1.000000,bass,0.000000,guitar,0.000000
belleIsleFishing1-000929_0105_1-2.wav,orig,piano,0.976824,piano,0.976824,toms,0.019733,winds_brass,0.003318
belleIsleFishing1-000929_0105_1-2.wav,down2,synth,0.642195,synth,0.642195,guitar,0.357614,piano,0.000191
belleIsleFishing1-000929_0105_1-2.wav,up2,toms,0.896903,toms,0.896903,synth,0.103097,piano,0.000000
belleIsleFishing2-000929_0105_1-2.wav,orig,cymbals,0.790617,cymbals,0.790617,piano,0.153217,toms,0.055827
belleIsleFishing2-000929_0105_1-2.wav,down2,guitar,0.958236,guitar,0.958236,synth,0.041765,piano,0.000000
belleIsleFishing2-000929_0105_1-2.wav,up2,toms,0.999929,toms,0.999929,cymbals,0.000047,synth,0.000017
belleIsleFishing3-000929_0106_1-2.wav,orig,guitar,0.999931,guitar,0.999931,piano,0.000069,winds_brass,0.000000
belleIsleFishing3-000929_0106_1-2.wav,down2,synth,0.520494,synth,0.520494,guitar,0.479498,piano,0.000009
belleIsleFishing3-000929_0106_1-2.wav,up2,cymbals,1.000000,cymbals,1.000000,toms,0.000000,piano,0.000000
belleIsleIR-000929_0096_1-2.wav,orig,piano,0.999978,piano,0.999978,winds_brass,0.000022,guitar,0.000000
belleIsleIR-000929_0096_1-2.wav,down2,synth,0.912654,synth,0.912654,piano,0.087346,guitar,0.000000
belleIsleIR-000929_0096_1-2.wav,up2,toms,0.997068,toms,0.997068,piano,0.002933,hihat,0.000000
belleIsleRock1-000929_0120_1-2.wav,orig,winds_brass,0.999969,winds_brass,0.999969,bass,0.000026,piano,0.000005
belleIsleRock1-000929_0120_1-2.wav,down2,synth,0.993003,synth,0.993003,guitar,0.006997,piano,0.000000
belleIsleRock1-000929_0120_1-2.wav,up2,synth,0.777871,synth,0.777871,hihat,0.119251,toms,0.102878
belleIsleRock2-000929_0120_1-2.wav,orig,winds_brass,0.999886,winds_brass,0.999886,bass,0.000114,synth,0.000000
belleIsleRock2-000929_0120_1-2.wav,down2,synth,0.999974,synth,0.999974,guitar,0.000026,piano,0.000000
belleIsleRock2-000929_0120_1-2.wav,up2,synth,0.999937,synth,0.999937,toms,0.000063,piano,0.000000
belleIsleRock3-000929_0120_1-2.wav,orig,winds_brass,1.000000,winds_brass,1.000000,guitar,0.000000,strings,0.000000
belleIsleRock3-000929_0120_1-2.wav,down2,synth,0.983128,synth,0.983128,guitar,0.016872,piano,0.000000
belleIsleRock3-000929_0120_1-2.wav,up2,toms,0.999989,toms,0.999989,hihat,0.000010,synth,0.000001
belleIsleRock4-000929_0120_1-2.wav,orig,strings,0.692845,strings,0.692845,winds_brass,0.307155,piano,0.000000
belleIsleRock4-000929_0120_1-2.wav,down2,synth,0.999999,synth,0.999999,guitar,0.000001,piano,0.000000
belleIsleRock4-000929_0120_1-2.wav,up2,synth,0.675960,synth,0.675960,toms,0.324039,hihat,0.000001
belleIsleRock5-000929_0120_1-2.wav,orig,winds_brass,0.999676,winds_brass,0.999676,strings,0.000324,piano,0.000000
belleIsleRock5-000929_0120_1-2.wav,down2,synth,0.990750,synth,0.990750,guitar,0.009250,piano,0.000000
belleIsleRock5-000929_0120_1-2.wav,up2,toms,0.999837,toms,0.999837,synth,0.000141,hihat,0.000022
belleIsleSculpture1-000929_0114_1-2.wav,orig,piano,0.978528,piano,0.978528,synth,0.021039,bass,0.000418
belleIsleSculpture1-000929_0114_1-2.wav,down2,synth,1.000000,synth,1.000000,piano,0.000000,toms,0.000000
belleIsleSculpture1-000929_0114_1-2.wav,up2,toms,0.510113,toms,0.510113,synth,0.488502,piano,0.001385
belleIsleSculpture10-000929_0117_1-2.wav,orig,piano,0.999999,piano,0.999999,winds_brass,0.000001,guitar,0.000000
belleIsleSculpture10-000929_0117_1-2.wav,down2,piano,0.999699,piano,0.999699,synth,0.000301,guitar,0.000000
belleIsleSculpture10-000929_0117_1-2.wav,up2,toms,0.997942,toms,0.997942,piano,0.002058,synth,0.000000
belleIsleSculpture11-000929_0117_1-2.wav,orig,piano,0.999990,piano,0.999990,winds_brass,0.000010,synth,0.000000
belleIsleSculpture11-000929_0117_1-2.wav,down2,piano,0.994848,piano,0.994848,synth,0.005153,guitar,0.000000
belleIsleSculpture11-000929_0117_1-2.wav,up2,toms,0.998664,toms,0.998664,piano,0.001336,bass,0.000000
belleIsleSculpture12-000929_0117_1-2.wav,orig,piano,0.999685,piano,0.999685,winds_brass,0.000315,synth,0.000000
belleIsleSculpture12-000929_0117_1-2.wav,down2,piano,0.993559,piano,0.993559,synth,0.006441,guitar,0.000000
belleIsleSculpture12-000929_0117_1-2.wav,up2,piano,0.995358,piano,0.995358,toms,0.004642,synth,0.000000
belleIsleSculpture13-000929_0122_1-2.wav,orig,synth,0.982937,synth,0.982937,piano,0.017059,bass,0.000002
belleIsleSculpture13-000929_0122_1-2.wav,down2,synth,1.000000,synth,1.000000,piano,0.000000,winds_brass,0.000000
belleIsleSculpture13-000929_0122_1-2.wav,up2,toms,0.864072,toms,0.864072,bass,0.135927,winds_brass,0.000001
belleIsleSculpture14-000929_0122_1-2.wav,orig,synth,0.998522,synth,0.998522,piano,0.001478,toms,0.000000
belleIsleSculpture14-000929_0122_1-2.wav,down2,synth,0.999678,synth,0.999678,piano,0.000322,toms,0.000000
belleIsleSculpture14-000929_0122_1-2.wav,up2,synth,0.914934,synth,0.914934,toms,0.081827,winds_brass,0.003193
